mous caltime
uid___A001_X1465_X2bb1 36.28805555555555
uid___A001_X1465_X2bbc 42.04944444444444
uid___A001_X1465_X2be 3.003888888888889
uid___A001_X1465_X2c4 2.2150000000000003
uid___A001_X1465_X2c6 1.9644444444444444
uid___A001_X1465_X2c8f 54.01777777777777
uid___A001_X1465_X2c93 24.426944444444445
uid___A001_X1465_X2ca 1.7552777777777777
uid___A001_X1465_X2ca0 3.868611111111111
uid___A001_X1465_X2ca4 8.943611111111112
uid___A001_X1465_X2ca8 10.167777777777777
uid___A001_X1465_X2ce 2.661111111111111
uid___A001_X1465_X2d0 1.8130555555555556
uid___A001_X1465_X2faa 9.136666666666667
uid___A001_X1465_X2fb2 13.245277777777776
uid___A001_X1465_X3057 6.506111111111111
uid___A001_X1465_X305b 6.870277777777778
uid___A001_X1465_X305f 6.7747222222222225
uid___A001_X1465_X3063 7.088333333333333
uid___A001_X1465_X306b 4.915555555555556
uid___A001_X1465_X308f 18.64361111111111
uid___A001_X1465_X3093 6.925000000000001
uid___A001_X1465_X30fc 10.414166666666667
uid___A001_X1465_X3108 26.24388888888889
uid___A001_X1465_X3135 3.865277777777778
uid___A001_X1465_X3139 4.9494444444444445
uid___A001_X1465_X313d 34.27861111111111
uid___A001_X1465_X3141 14.198611111111111
uid___A001_X1465_X3149 11.035555555555556
uid___A001_X1465_X32c9 36.79
uid___A001_X1465_X32d0 2.113611111111111
uid___A001_X1465_X332d 7.639722222222222
uid___A001_X1465_X345f 15.440277777777778
uid___A001_X1465_X351d 4.708611111111111
uid___A001_X1465_X3521 19.318055555555556
uid___A001_X1465_X36b4 57.29361111111111
uid___A001_X1465_X3771 23.29138888888889
uid___A001_X1465_X37a4 6.475833333333333
uid___A001_X1465_X37b0 7.066388888888889
uid___A001_X1465_X380c 9.82861111111111
uid___A001_X1465_X3810 6.867777777777778
uid___A001_X1465_X3814 4.4863888888888885
uid___A001_X1465_X3818 9.730833333333333
uid___A001_X1465_X3820 5.8405555555555555
uid___A001_X1465_X382c 9.642222222222221
uid___A001_X1465_X3830 6.5441666666666665
uid___A001_X1465_X3838 34.19888888888889
uid___A001_X1465_X383c 14.685833333333333
uid___A001_X1465_X3844 24.489166666666666
uid___A001_X1465_X3848 9.74111111111111
uid___A001_X1465_X384c 8.610277777777778
uid___A001_X1465_X3850 6.582222222222222
uid___A001_X1465_X38c 3.275
uid___A001_X1465_X38dc 13.004722222222222
uid___A001_X1465_X390 5.407500000000001
uid___A001_X1465_X398 3.0352777777777775
uid___A001_X1465_X3acd 6.179722222222223
uid___A001_X1465_X3ad1 7.5680555555555555
uid___A001_X1465_X3afc 3.5666666666666664
uid___A001_X1465_X3b0c 32.45888888888889
uid___A001_X1465_X3b3 32.770833333333336
uid___A001_X1465_X3ce 10.992777777777777
uid___A001_X1465_X3d10 4.450833333333334
uid___A001_X1465_X3d16 19.190555555555555
uid___A001_X1465_X3d6 18.1675
uid___A001_X1465_X3d8 8.599444444444446
uid___A001_X1465_X3e2 6.305833333333333
uid___A001_X1465_X3ea 8.855277777777777
uid___A001_X1465_X3ec 3.6602777777777775
uid___A001_X1465_X439 2.9633333333333334
uid___A001_X1465_X443 4.548611111111111
uid___A001_X1465_X5c2 55.590833333333336
uid___A001_X1465_X5e 15.673888888888888
uid___A001_X1465_X66d 28.220277777777778
uid___A001_X1465_X671 25.298333333333336
uid___A001_X1465_X675 19.363611111111112
uid___A001_X1465_X679 25.689722222222223
uid___A001_X1465_X67d 17.810555555555556
uid___A001_X1465_X6bd 2.5094444444444446
uid___A001_X1465_X72 11.639444444444443
uid___A001_X1465_X9 6.692222222222222
uid___A001_X1465_X9e5 12.218055555555555
uid___A001_X1465_Xd11 7.476388888888889
uid___A001_X1465_Xf17 32.76444444444444
uid___A001_X1465_Xf8a 8.678888888888888
uid___A001_X1467_X1d7 5.154444444444445
uid___A001_X1467_X1e5 101.37222222222222
uid___A001_X1467_X1ec 20.372777777777777
uid___A001_X1467_X1f3 8.408333333333333
uid___A001_X1467_X20a 0.7566666666666667
uid___A001_X1467_X20f 11.164444444444445
uid___A001_X1467_X216 6.701388888888889
uid___A001_X1467_X21d 5.629444444444445
uid___A001_X1467_X224 9.86361111111111
uid___A001_X1467_X22b 16.918333333333333
uid___A001_X1467_X232 25.388055555555557
uid___A001_X1467_X239 5.771388888888889
uid___A001_X1467_X29e 11.182777777777778
uid___A001_X1467_X2b3 7.644166666666666
uid___A001_X1467_X6e 4.05
uid___A001_X1467_X7d 2.104722222222222
uid___A001_X1467_X84 2.606388888888889
uid___A001_X1467_X8d 2.8847222222222224
uid___A001_X1467_X96 2.3005555555555555
uid___A001_X1467_X9c 1.4280555555555556
uid___A001_X1467_Xa3 2.548888888888889
uid___A001_X1467_Xa6 3.6008333333333336
uid___A001_X1467_Xbe 3.415833333333333
uid___A001_X1467_Xc2 2.4991666666666665
uid___A001_X1467_Xc5 3.2605555555555554
uid___A001_X1467_Xcb 2.3466666666666667
uid___A001_X1467_Xd1 2.197222222222222
uid___A001_X1467_Xda 1.8461111111111113
uid___A001_X1467_Xe4 2.1308333333333334
uid___A001_X1467_Xe7 2.612777777777778
uid___A001_X1467_Xed 2.7944444444444443
uid___A001_X1467_Xf0 1.4283333333333335
uid___A001_X1468_X144 4.083611111111111
uid___A001_X1468_X1b3 8.781111111111112
uid___A001_X1469_X10b 5.814444444444444
uid___A001_X1469_X17c 9.240555555555554
uid___A001_X1469_X20a 5.023055555555556
uid___A001_X1469_X21b 7.437777777777778
uid___A001_X1469_X21f 15.193888888888889
uid___A001_X1469_Xab 18.265555555555554
uid___A001_X1469_Xc0 12.645
uid___A001_X1469_Xe7 3.7597222222222224
uid___A001_X146a_X11 7.158055555555556
uid___A001_X146a_X15 99.5761111111111
uid___A001_X146a_X21c 8.361388888888888
uid___A001_X146a_X266 1.6333333333333333
uid___A001_X146a_X276 1.7663888888888888
uid___A001_X146a_X296 2.3833333333333333
uid___A001_X146a_X2a6 4.246944444444445
uid___A001_X146a_X2b2 5.593333333333333
uid___A001_X146a_X2b6 4.370833333333333
uid___A001_X146a_X2ba 6.973055555555556
uid___A001_X146a_X2ee 3.299722222222222
uid___A001_X146a_X2f6 2.0969444444444445
uid___A001_X146a_X306 4.018611111111111
uid___A001_X146a_X30e 1.9233333333333331
uid___A001_X146a_X362 2.5897222222222225
uid___A001_X146a_X37 7.8438888888888885
uid___A001_X146a_X87 15.399166666666666
uid___A001_X146a_Xcf 7.235833333333334
uid___A001_X146a_Xd3 7.266944444444444
uid___A001_X146c_X99 8.344444444444445
uid___A001_X146c_Xc3 16.833888888888886
uid___A001_X146c_Xd8 6.274166666666667
uid___A001_X1471_X25a 4.907500000000001
uid___A001_X1471_X25e 1.6780555555555554
uid___A001_X1471_X272 6.579166666666667
uid___A001_X1473_Xbf6 1.836388888888889
uid___A001_X1473_Xbfd 2.6833333333333336
uid___A001_X1473_Xc0e 3.198888888888889
uid___A001_X1473_Xc14 3.856666666666667
uid___A001_X1473_Xc1b 24.309722222222224
uid___A001_X1473_Xc1e 5.551388888888889
uid___A001_X1474_X91 3.7591666666666668
uid___A001_X1476_X91 2.0480555555555555
uid___A001_X1476_X99 1.5533333333333335
uid___A001_X1476_Xa2 8.115833333333333
uid___A001_X14ed_X1b 6.032777777777778
